Year,NOC,Total,is_host,host_boost,host_boost_log,career_avg,delta_last,gdp_pc,gdp_pc_log,efficiency
1952,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1956,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1960,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1964,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1968,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1972,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1976,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1980,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1984,CRC,0.0,0,0.0,0.0,0.0,0.0,,,
1988,CRC,1.0,0,0.0,0.0,0.0,1.0,,,
1992,CRC,0.0,0,0.0,0.0,0.047619047619047616,-1.0,,,
1996,CRC,1.0,0,0.0,0.0,0.045454545454545456,1.0,,,
2000,CRC,2.0,0,0.0,0.0,0.08695652173913043,1.0,,,
2004,CRC,0.0,0,0.0,0.0,0.16666666666666666,-2.0,,,
2008,CRC,0.0,0,0.0,0.0,0.16,0.0,,,
2012,CRC,0.0,0,0.0,0.0,0.15384615384615385,0.0,,,
2016,CRC,0.0,0,0.0,0.0,0.14814814814814814,0.0,,,
2020,CRC,0.0,0,0.0,0.0,0.14285714285714285,0.0,,,
2024,CRC,0.0,0,0.0,0.0,0.13793103448275862,0.0,,,
1896,CRO,0.0,0,0.0,0.0,0.13333333333333333,0.0,,,
1900,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1904,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1908,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1912,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1920,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1924,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1928,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1932,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1936,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1948,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1952,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1956,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1960,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1964,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1968,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1972,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1976,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1980,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1984,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1988,CRO,0.0,0,0.0,0.0,0.0,0.0,,,
1992,CRO,3.0,0,0.0,0.0,0.0,3.0,,,
1996,CRO,2.0,0,0.0,0.0,0.13636363636363635,-1.0,,,
2000,CRO,2.0,0,0.0,0.0,0.21739130434782608,0.0,,,
2004,CRO,5.0,0,0.0,0.0,0.2916666666666667,3.0,,,
2008,CRO,5.0,0,0.0,0.0,0.48,0.0,,,
2012,CRO,6.0,0,0.0,0.0,0.6538461538461539,1.0,,,
2016,CRO,10.0,0,0.0,0.0,0.8518518518518519,4.0,,,
2020,CRO,8.0,0,0.0,0.0,1.1785714285714286,-2.0,,,
2024,CRO,7.0,0,0.0,0.0,1.4137931034482758,-1.0,,,
1896,CUB,0.0,0,0.0,0.0,1.6,0.0,,,
1900,CUB,2.0,0,0.0,0.0,0.0,2.0,,,
1904,CUB,4.0,0,0.0,0.0,1.0,2.0,,,
1908,CUB,0.0,0,0.0,0.0,2.0,-4.0,,,
1912,CUB,0.0,0,0.0,0.0,1.5,0.0,,,
1920,CUB,0.0,0,0.0,0.0,1.2,0.0,,,
1924,CUB,0.0,0,0.0,0.0,1.0,0.0,,,
1928,CUB,0.0,0,0.0,0.0,0.8571428571428571,0.0,,,
1932,CUB,0.0,0,0.0,0.0,0.75,0.0,,,
1936,CUB,0.0,0,0.0,0.0,0.6666666666666666,0.0,,,
1948,CUB,1.0,0,0.0,0.0,0.6,1.0,,,
1952,CUB,0.0,0,0.0,0.0,0.6363636363636364,-1.0,,,
1956,CUB,0.0,0,0.0,0.0,0.5833333333333334,0.0,,,
1960,CUB,0.0,0,0.0,0.0,0.5384615384615384,0.0,,,
1964,CUB,1.0,0,0.0,0.0,0.5,1.0,,,
1968,CUB,4.0,0,0.0,0.0,0.5333333333333333,3.0,,,
1972,CUB,8.0,0,0.0,0.0,0.75,4.0,891.631749208781,6.79305321012938,1.1776736840616668
1976,CUB,13.0,0,0.0,0.0,1.1764705882352942,5.0,1440.73046137146,7.272905528796021,1.7874561890744178
1980,CUB,20.0,0,0.0,0.0,1.8333333333333333,7.0,2030.93362280165,7.616250879018571,2.6259639181656262
1984,CUB,0.0,0,0.0,0.0,2.789473684210526,-20.0,2386.44595066854,7.777560488239992,0.0
1988,CUB,0.0,0,0.0,0.0,2.65,0.0,2632.04176839158,7.875515161768978,0.0
1992,CUB,31.0,0,0.0,0.0,2.5238095238095237,31.0,2047.67900346421,7.6244622372851945,4.065860520418555
1996,CUB,25.0,0,0.0,0.0,3.8181818181818183,-6.0,2282.18809324202,7.732889951758865,3.2329439777315967
2000,CUB,29.0,0,0.0,0.0,4.739130434782608,4.0,2751.3817714814,7.919858526825549,3.661681569408517
2004,CUB,27.0,0,0.0,0.0,5.75,-2.0,3399.21962893402,8.131301163358541,3.3205017816420366
2008,CUB,24.0,0,0.0,0.0,6.6,-3.0,4986.12436479175,8.514414206570622,2.8187494075022874
2012,CUB,14.0,0,0.0,0.0,7.269230769230769,-10.0,6470.83673392653,8.77506070431501,1.595430558459351
2016,CUB,11.0,0,0.0,0.0,7.518518518518518,-3.0,8110.55874283616,9.000922040277104,1.2220970197028118
2020,CUB,15.0,0,0.0,0.0,7.642857142857143,4.0,9605.27914559614,9.17006813730988,1.6357566569184057
2024,CUB,9.0,0,0.0,0.0,7.896551724137931,-6.0,9605.27914559614,9.17006813730988,0.9814539941510434
1896,CYP,0.0,0,0.0,0.0,7.933333333333334,0.0,,,
1900,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1904,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1908,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1912,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1920,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1924,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1928,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1932,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1936,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1948,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1952,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1956,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1960,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1964,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1968,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1972,CYP,0.0,0,0.0,0.0,0.0,0.0,,,
1976,CYP,0.0,0,0.0,0.0,0.0,0.0,1157.41162109375,7.053941429778591,0.0
1980,CYP,0.0,0,0.0,0.0,0.0,0.0,4232.02294921875,8.35043539630669,0.0
1984,CYP,0.0,0,0.0,0.0,0.0,0.0,4258.74365234375,8.356729478476561,0.0
1988,CYP,0.0,0,0.0,0.0,0.0,0.0,7645.6298828125,8.941889506442356,0.0
1992,CYP,0.0,0,0.0,0.0,0.0,0.0,11310.072265625,9.333448958623352,0.0
1996,CYP,0.0,0,0.0,0.0,0.0,0.0,15139.220703125,9.625044052953662,0.0
2000,CYP,0.0,0,0.0,0.0,0.0,0.0,14388.3525390625,9.57417430681326,0.0
2004,CYP,0.0,0,0.0,0.0,0.0,0.0,23792.619140625,10.077130691420564,0.0
2008,CYP,0.0,0,0.0,0.0,0.0,0.0,35397.296875,10.474390736743057,0.0
2012,CYP,1.0,0,0.0,0.0,0.0,1.0,28991.935546875,10.274772985705404,0.09732575127365171
2016,CYP,0.0,0,0.0,0.0,0.037037037037037035,-1.0,24280.056640625,10.09741057798064,0.0
2020,CYP,0.0,0,0.0,0.0,0.03571428571428571,0.0,28130.341796875,10.244604052027752,0.0
2024,CYP,1.0,0,0.0,0.0,0.034482758620689655,1.0,38674.29296875,10.562930393923159,0.09467069863257821
1896,CZE,0.0,0,0.0,0.0,0.06666666666666667,0.0,,,
1900,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1904,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1908,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1912,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1920,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1924,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1928,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1932,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1936,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1948,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1952,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1956,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1960,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1964,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1968,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1972,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1976,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1980,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1984,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1988,CZE,0.0,0,0.0,0.0,0.0,0.0,,,
1992,CZE,0.0,0,0.0,0.0,0.0,0.0,3396.70972430469,8.13056251390738,0.0
1996,CZE,11.0,0,0.0,0.0,0.0,11.0,6573.19643136362,8.790755512399974,1.2513145183578058
2000,CZE,8.0,0,0.0,0.0,0.4782608695652174,-3.0,6062.92152842793,8.709947063290947,0.9184900828751188
2004,CZE,9.0,0,0.0,0.0,0.7916666666666666,1.0,11782.5546676117,9.374375298516526,0.9600639736947837
2008,CZE,6.0,0,0.0,0.0,1.12,-3.0,22774.7045076205,10.03340574762557,0.5980023285134177
2012,CZE,10.0,0,0.0,0.0,1.3076923076923077,4.0,20014.0354015165,9.904189076486476,1.0096737777089684
2016,CZE,10.0,0,0.0,0.0,1.6296296296296295,0.0,18753.9686718096,9.839160671497723,1.0163468545613041
2020,CZE,0.0,0,0.0,0.0,1.9285714285714286,-10.0,23472.8915454417,10.063601483022085,0.0
2024,CZE,5.0,0,0.0,0.0,1.8620689655172413,5.0,31823.3078290564,10.367954250890415,0.4822552143852865
1896,DEN,6.0,0,0.0,0.0,1.9666666666666666,0.0,,,
1900,DEN,7.0,0,0.0,0.0,6.0,1.0,,,
1904,DEN,0.0,0,0.0,0.0,6.5,-7.0,,,
1908,DEN,5.0,0,0.0,0.0,4.333333333333333,5.0,,,
1912,DEN,12.0,0,0.0,0.0,4.5,7.0,,,
1920,DEN,13.0,0,0.0,0.0,6.0,1.0,,,
1924,DEN,11.0,0,0.0,0.0,7.166666666666667,-2.0,,,
1928,DEN,9.0,0,0.0,0.0,7.714285714285714,-2.0,,,
1932,DEN,8.0,0,0.0,0.0,7.875,-1.0,,,
1936,DEN,5.0,0,0.0,0.0,7.888888888888889,-3.0,,,
1948,DEN,22.0,0,0.0,0.0,7.6,17.0,,,
1952,DEN,6.0,0,0.0,0.0,8.909090909090908,-16.0,,,
1956,DEN,4.0,0,0.0,0.0,8.666666666666666,-2.0,,,
1960,DEN,6.0,0,0.0,0.0,8.307692307692308,2.0,,,
1964,DEN,6.0,0,0.0,0.0,8.142857142857142,0.0,,,
1968,DEN,8.0,0,0.0,0.0,8.0,2.0,,,
1972,DEN,1.0,0,0.0,0.0,8.0,-7.0,,,
1976,DEN,3.0,0,0.0,0.0,7.588235294117647,2.0,,,
1980,DEN,5.0,0,0.0,0.0,7.333333333333333,2.0,,,
1984,DEN,6.0,0,0.0,0.0,7.2105263157894735,1.0,,,
1988,DEN,4.0,0,0.0,0.0,7.15,-2.0,,,
1992,DEN,6.0,0,0.0,0.0,7.0,2.0,,,
1996,DEN,6.0,0,0.0,0.0,6.954545454545454,0.0,,,
2000,DEN,6.0,0,0.0,0.0,6.913043478260869,0.0,,,
2004,DEN,8.0,0,0.0,0.0,6.875,2.0,,,
2008,DEN,7.0,0,0.0,0.0,6.92,-1.0,,,
2012,DEN,9.0,0,0.0,0.0,6.923076923076923,2.0,,,
2016,DEN,15.0,0,0.0,0.0,7.0,6.0,,,
2020,DEN,11.0,0,0.0,0.0,7.285714285714286,-4.0,,,
2024,DEN,9.0,0,0.0,0.0,7.413793103448276,-2.0,,,
1896,DJI,0.0,0,0.0,0.0,7.466666666666667,0.0,,,
1900,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1904,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1908,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1912,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1920,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1924,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1928,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1932,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1936,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1948,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1952,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1956,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1960,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1964,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1968,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1972,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1976,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1980,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1984,DJI,0.0,0,0.0,0.0,0.0,0.0,,,
1988,DJI,1.0,0,0.0,0.0,0.0,1.0,816.874614065329,6.705485611925832,0.14913163011214
1992,DJI,0.0,0,0.0,0.0,0.047619047619047616,-1.0,763.659214503152,6.638121635339456,0.0
1996,DJI,0.0,0,0.0,0.0,0.045454545454545456,0.0,761.943659476655,6.6358726152584415,0.0
2000,DJI,0.0,0,0.0,0.0,0.043478260869565216,0.0,737.612183644052,6.603418190061566,0.0
2004,DJI,0.0,0,0.0,0.0,0.041666666666666664,0.0,806.261652944964,6.692408321270606,0.0
2008,DJI,0.0,0,0.0,0.0,0.04,0.0,1119.15233346969,7.020326832620934,0.0
2012,DJI,0.0,0,0.0,0.0,0.038461538461538464,0.0,1400.19357858954,7.244365776465976,0.0
2016,DJI,0.0,0,0.0,0.0,0.037037037037037035,0.0,2510.4300076241,7.828209335231141,0.0
2020,DJI,0.0,0,0.0,0.0,0.03571428571428571,0.0,2844.88810647853,7.953279015902467,0.0
2024,DJI,0.0,0,0.0,0.0,0.034482758620689655,0.0,3552.72335079222,8.175469729435386,0.0
1896,DMA,0.0,0,0.0,0.0,0.03333333333333333,0.0,,,
1900,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1904,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1908,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1912,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1920,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1924,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1928,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1932,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1936,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1948,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1952,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1956,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1960,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1964,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1968,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1972,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1976,DMA,0.0,0,0.0,0.0,0.0,0.0,,,
1980,DMA,0.0,0,0.0,0.0,0.0,0.0,996.191362332325,6.903939369985577,0.0
1984,DMA,0.0,0,0.0,0.0,0.0,0.0,1514.89217748336,7.323099545432786,0.0
1988,DMA,0.0,0,0.0,0.0,0.0,0.0,2423.32574317463,7.792896149739542,0.0
1992,DMA,0.0,0,0.0,0.0,0.0,0.0,3376.26050139573,8.124524015474659,0.0
1996,DMA,0.0,0,0.0,0.0,0.0,0.0,4210.99532034556,8.345454316868402,0.0
2000,DMA,0.0,0,0.0,0.0,0.0,0.0,4867.39896323759,8.490314979606692,0.0
2004,DMA,0.0,0,0.0,0.0,0.0,0.0,5778.83306546506,8.66195704949548,0.0
2008,DMA,0.0,0,0.0,0.0,0.0,0.0,6971.32633839289,8.849560778103609,0.0
2012,DMA,0.0,0,0.0,0.0,0.0,0.0,7528.51001990155,8.926452428691555,0.0
2016,DMA,0.0,0,0.0,0.0,0.0,0.0,8802.56172041363,9.082798062696035,0.0
2020,DMA,0.0,0,0.0,0.0,0.0,0.0,7827.74842680426,8.965430190391503,0.0
2024,DMA,1.0,0,0.0,0.0,0.0,1.0,10405.2787777582,9.250068531141398,0.10810730716571312
1896,DOM,0.0,0,0.0,0.0,0.03333333333333333,0.0,,,
1900,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1904,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1908,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1912,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1920,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1924,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1928,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1932,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1936,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1948,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1952,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1956,DOM,0.0,0,0.0,0.0,0.0,0.0,,,
1960,DOM,0.0,0,0.0,0.0,0.0,0.0,205.731509857004,5.326571968481248,0.0
1964,DOM,0.0,0,0.0,0.0,0.0,0.0,277.29715816349,5.625089704330812,0.0
1968,DOM,0.0,0,0.0,0.0,0.0,0.0,259.574438400563,5.559043514652796,0.0
1972,DOM,0.0,0,0.0,0.0,0.0,0.0,427.224846368664,6.057310446930038,0.0
1976,DOM,0.0,0,0.0,0.0,0.0,0.0,762.778347016951,6.636967487136886,0.0
1980,DOM,0.0,0,0.0,0.0,0.0,0.0,1180.18089253045,7.073423004465275,0.0
1984,DOM,1.0,0,0.0,0.0,0.0,1.0,1843.52460788928,7.5194345660468835,0.13298872291746264
1988,DOM,0.0,0,0.0,0.0,0.05,-1.0,783.913142122635,6.664298226104068,0.0
1992,DOM,0.0,0,0.0,0.0,0.047619047619047616,0.0,1558.29782071075,7.351349363946292,0.0
1996,DOM,0.0,0,0.0,0.0,0.045454545454545456,0.0,2270.86558687203,7.72791635359571,0.0
2000,DOM,0.0,0,0.0,0.0,0.043478260869565216,0.0,2831.45883638033,7.948547347705056,0.0
2004,DOM,1.0,0,0.0,0.0,0.041666666666666664,1.0,2451.69161616569,7.804533520861816,0.12813065602536805
2008,DOM,2.0,0,0.0,0.0,0.08,1.0,5023.58513403515,8.521899127914168,0.23468947120587696
2012,DOM,2.0,0,0.0,0.0,0.15384615384615385,0.0,6013.81965002603,8.701815374742651,0.2298370987972321
2016,DOM,1.0,0,0.0,0.0,0.2222222222222222,-1.0,7160.44200982307,8.876326991264788,0.11265921151666698
2020,DOM,5.0,0,0.0,0.0,0.25,4.0,7135.22273255899,8.872798746320544,0.5635200507701639
2024,DOM,3.0,0,0.0,0.0,0.41379310344827586,-2.0,10875.6618443092,9.294282713351858,0.3227790774741874
1896,ECU,0.0,0,0.0,0.0,0.5,0.0,,,
1900,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1904,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1908,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1912,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1920,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1924,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1928,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1932,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1936,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1948,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1952,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1956,ECU,0.0,0,0.0,0.0,0.0,0.0,,,
1960,ECU,0.0,0,0.0,0.0,0.0,0.0,450.776317102259,6.110971245519977,0.0
1964,ECU,0.0,0,0.0,0.0,0.0,0.0,435.763463220837,6.077099580585688,0.0
1968,ECU,0.0,0,0.0,0.0,0.0,0.0,445.227989157148,6.098586486151982,0.0
1972,ECU,0.0,0,0.0,0.0,0.0,0.0,487.972047217986,6.190258123921557,0.0
1976,ECU,0.0,0,0.0,0.0,0.0,0.0,1241.91098461141,7.124406588919629,0.0
1980,ECU,0.0,0,0.0,0.0,0.0,0.0,2189.78417657382,7.691558268444553,0.0
1984,ECU,0.0,0,0.0,0.0,0.0,0.0,1863.68213493779,7.530309452237053,0.0
1988,ECU,0.0,0,0.0,0.0,0.0,0.0,1303.77906073184,7.1730222961772725,0.0
1992,ECU,0.0,0,0.0,0.0,0.0,0.0,1655.44613192632,7.411825817603368,0.0
1996,ECU,1.0,0,0.0,0.0,0.0,1.0,2135.8479374308,7.666619007204547,0.13043559345524677
2000,ECU,0.0,0,0.0,0.0,0.043478260869565216,-1.0,1382.23421759909,7.231456467246611,0.0
2004,ECU,0.0,0,0.0,0.0,0.041666666666666664,0.0,2586.20914663347,7.857948432563203,0.0
2008,ECU,1.0,0,0.0,0.0,0.04,1.0,4194.75750661981,8.341590811895546,0.11988121001739231
2012,ECU,0.0,0,0.0,0.0,0.07692307692307693,-1.0,5634.08393191094,8.636589845718136,0.0
2016,ECU,0.0,0,0.0,0.0,0.07407407407407407,0.0,5917.63771271481,8.685692613228005,0.0
2020,ECU,3.0,0,0.0,0.0,0.07142857142857142,3.0,5463.64515348598,8.605871456514745,0.34859921103387675
2024,ECU,5.0,0,0.0,0.0,0.1724137931034483,2.0,6874.705739766,8.83560412013018,0.5658922618102012
1896,EGY,0.0,0,0.0,0.0,0.3333333333333333,0.0,,,
1900,EGY,0.0,0,0.0,0.0,0.0,0.0,,,
1904,EGY,0.0,0,0.0,0.0,0.0,0.0,,,
1908,EGY,0.0,0,0.0,0.0,0.0,0.0,,,
1912,EGY,0.0,0,0.0,0.0,0.0,0.0,,,
1920,EGY,0.0,0,0.0,0.0,0.0,0.0,,,
1924,EGY,0.0,0,0.0,0.0,0.0,0.0,,,
1928,EGY,4.0,0,0.0,0.0,0.0,4.0,,,
1932,EGY,0.0,0,0.0,0.0,0.5,-4.0,,,
1936,EGY,5.0,0,0.0,0.0,0.4444444444444444,5.0,,,
1948,EGY,5.0,0,0.0,0.0,0.9,0.0,,,
1952,EGY,1.0,0,0.0,0.0,1.2727272727272727,-4.0,,,
1956,EGY,0.0,0,0.0,0.0,1.25,-1.0,,,
1960,EGY,0.0,0,0.0,0.0,1.1538461538461537,0.0,156.387397481519,5.052336246101902,0.0
1964,EGY,0.0,0,0.0,0.0,1.0714285714285714,0.0,157.716536507206,5.060799349011815,0.0
1968,EGY,0.0,0,0.0,0.0,1.0,0.0,179.774096694265,5.191701044329932,0.0
1972,EGY,0.0,0,0.0,0.0,0.9375,0.0,256.482815640115,5.547061666811414,0.0
1976,EGY,0.0,0,0.0,0.0,0.8823529411764706,0.0,334.609918474469,5.8129654308942245,0.0
1980,EGY,0.0,0,0.0,0.0,0.8333333333333334,0.0,493.053573271061,6.200617836031381,0.0
1984,EGY,1.0,0,0.0,0.0,0.7894736842105263,1.0,689.807675510205,6.536412827593929,0.15298911289360875
1988,EGY,0.0,0,0.0,0.0,0.8,-1.0,633.839369496566,6.451795561920543,0.0
1992,EGY,0.0,0,0.0,0.0,0.7619047619047619,0.0,680.79923864551,6.5232674589352575,0.0
1996,EGY,0.0,0,0.0,0.0,0.7272727272727273,0.0,1008.97637629447,6.916691607090888,0.0
2000,EGY,0.0,0,0.0,0.0,0.6956521739130435,0.0,1366.09274372613,7.219709932208249,0.0
2004,EGY,5.0,0,0.0,0.0,0.6666666666666666,5.0,991.255689145253,6.898972512297282,0.7247456039413984
2008,EGY,1.0,0,0.0,0.0,0.84,-4.0,1896.21594269779,7.547615570157506,0.13249217460861373
2012,EGY,2.0,0,0.0,0.0,0.8461538461538461,1.0,2996.0677072015,8.005055943581185,0.2498421015537924
2016,EGY,3.0,0,0.0,0.0,0.8888888888888888,1.0,3270.6287768197,8.092737531895827,0.37070274282047694
2020,EGY,6.0,0,0.0,0.0,0.9642857142857143,3.0,3511.11381026379,8.163688590984505,0.7349618904653034
2024,EGY,3.0,0,0.0,0.0,1.1379310344827587,-3.0,3338.47371395895,8.113269009658705,0.36976464066808984
1896,EOR,0.0,0,0.0,0.0,1.2,0.0,,,
1900,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1904,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1908,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1912,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1920,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1924,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1928,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1932,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1936,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1948,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1952,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1956,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1960,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1964,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1968,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1972,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1976,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1980,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1984,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1988,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1992,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
1996,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
2000,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
2004,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
2008,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
2012,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
2016,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
2020,EOR,0.0,0,0.0,0.0,0.0,0.0,,,
2024,EOR,1.0,0,0.0,0.0,0.0,1.0,,,
1896,ERI,0.0,0,0.0,0.0,0.03333333333333333,0.0,,,
1900,ERI,0.0,0,0.0,0.0,0.0,0.0,,,
1904,ERI,0.0,0,0.0,0.0,0.0,0.0,,,
1908,ERI,0.0,0,0.0,0.0,0.0,0.0,,,
1912,ERI,0.0,0,0.0,0.0,0.0,0.0,,,
1920,ERI,0.0,0,0.0,0.0,0.0,0.0,,,
1924,ERI,0.0,0,0.0,0.0,0.0,0.0,,,
