Name,Sex,NOC,Country,Sport,Event,Medal,Year
REMILI Nedim,Male,FRA,France,Handball,Men,Gold Medal,2020
RICHARDSON Melvyn,Male,FRA,France,Handball,Men,Gold Medal,2020
TOURNAT Nicolas,Male,FRA,France,Handball,Men,Gold Medal,2020
ANDERSSON Lasse,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
GIDSEL Mathias,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
HANSEN Johan,,DEN,Denmark,Handball,Men,Silver Medal,2020
HOLM Jacob,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
JAKOBSEN Emil,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
LANDIN Magnus,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
LANDIN Niklas,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
MENSAH Mads,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
MOELLGAARD Henrik,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
OLSEN Morten,,DEN,Denmark,Handball,Men,Silver Medal,2020
SAUGSTRUP Magnus,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
SVAN Lasse,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
TOFT HANSEN Henrik,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
HANSEN Mikkel,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
MOELLER Kevin,Male,DEN,Denmark,Handball,Men,Silver Medal,2020
GARCIA ROBLEDO Antonio,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
GOMEZ ABELLO Aleix,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
CORRALES RODAL Rodrigo,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
MAQUEDA PENO Jorge,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
SOLE SALA Ferran,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
PEREZ de VARGAS MORENO Gonzalo,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
DUJSHEBAEV DOVICHEBAEVA Alex,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
FIGUERAS TREJO Adrian,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
MORROS de ARGILA Viran,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
ENTRERRIOS RODRIGUEZ Raul,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
GURBINDO MARTINEZ Eduardo,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
SARMIENTO MELIAN Daniel,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
SANCHEZ-MIGALLON NARANJO Miguel,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
FERNANDEZ PEREZ Angel,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
AGUINAGALDE AQUIZU Julen,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
GUARDIOLA VILLAPLANA Gedeon,Male,ESP,Spain,Handball,Men,Bronze Medal,2020
GANJZADEH Sajad,Male,IRI,Iran,Karate,Men's Kumite +75kg,Gold Medal,2020
HAMEDI Tareg,Male,KSA,Saudi Arabia,Karate,Men's Kumite +75kg,Silver Medal,2020
ARAGA Ryutaro,Male,JPN,Japan,Karate,Men's Kumite +75kg,Bronze Medal,2020
AKTAS Ugur,Male,TUR,Turkey,Karate,Men's Kumite +75kg,Bronze Medal,2020
ABDELAZIZ Feryal,Female,EGY,Egypt,Karate,Women's Kumite +61kg,Gold Medal,2020
ZARETSKA Iryna,Female,AZE,Azerbaijan,Karate,Women's Kumite +61kg,Silver Medal,2020
GONG Li,Female,HKG,China,Karate,Women's Kumite +61kg,Bronze Medal,2020
BERULTSEVA Sofya,Female,KAZ,Kazakhstan,Karate,Women's Kumite +61kg,Bronze Medal,2020
CHOONG Joseph,Male,GBR,UK,Modern Pentathlon,Men's Individual,Gold Medal,2020
ELGENDY Ahmed,Male,EGY,Egypt,Modern Pentathlon,Men's Individual,Silver Medal,2020
JUN Woongtae,Male,KOR,South Korea,Modern Pentathlon,Men's Individual,Bronze Medal,2020
ASHRAM Linoy,Female,ISR,Israel,Rhythmic Gymnastics,Individual All-Around,Gold Medal,2020
AVERINA Dina,Female,URS,Russia,Rhythmic Gymnastics,Individual All-Around,Silver Medal,2020
HARNASKO Alina,Female,BLR,Belarus,Rhythmic Gymnastics,Individual All-Around,Bronze Medal,2020
le GOFF Nicolas,Male,FRA,France,Volleyball,Men,Gold Medal,2020
CHINENYEZE Barthelemy,Male,FRA,France,Volleyball,Men,Gold Medal,2020
BOYER Stephen,Male,FRA,France,Volleyball,Men,Gold Medal,2020
BRIZARD Antoine,Male,FRA,France,Volleyball,Men,Gold Medal,2020
BULTOR Daryl,Male,FRA,France,Volleyball,Men,Gold Medal,2020
CLEVENOT Trevor,Male,FRA,France,Volleyball,Men,Gold Medal,2020
GREBENNIKOV Jenia,Male,FRA,France,Volleyball,Men,Gold Medal,2020
LOUATI Yacine,Male,FRA,France,Volleyball,Men,Gold Medal,2020
NGAPETH Earvin,Male,FRA,France,Volleyball,Men,Gold Medal,2020
PATRY Jean,,FRA,France,Volleyball,Men,Gold Medal,2020
TILLIE Kevin,Male,FRA,France,Volleyball,Men,Gold Medal,2020
TONIUTTI Benjamin,Male,FRA,France,Volleyball,Men,Gold Medal,2020
KOBZAR Igor,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
PANKOV Pavel,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
VOLVICH Artem,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
KURKAEV Ilyas,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
IAKOVLEV Ivan,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
KLIUKA Egor,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
VOLKOV Dmitry,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
PODLESNYKH Yaroslav,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
BOGDAN Denis,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
MIKHAYLOV Maxim,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
POLETAEV Victor,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
GOLUBEV Valentin,Male,URS,Russia,Volleyball,Men,Silver Medal,2020
de CECCO Luciano,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
SANCHEZ Matias,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
SOLE Sebastian,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
RAMOS Martin,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
LOSER Agustin,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
PEREYRA Federico,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
LIMA Bruno,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
CONTE Facundo,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
POGLAJEN Cristian,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
PALACIOS Ezequiel,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
MENDEZ Nicolas,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
DANANI Santiago,Male,ARG,Argentina,Volleyball,Men,Bronze Medal,2020
FISCHER Aria,Female,USA,USA,Water Polo,Women,Gold Medal,2020
JOHNSON Ashleigh,Female,USA,USA,Water Polo,Women,Gold Medal,2020
LONGAN Amanda,Female,USA,USA,Water Polo,Women,Gold Medal,2020
WILLIAMS Alys,Female,USA,USA,Water Polo,Women,Gold Medal,2020
NEUSHUL Jamie,Female,USA,USA,Water Polo,Women,Gold Medal,2020
GILCHRIST Kaleigh,Female,USA,USA,Water Polo,Women,Gold Medal,2020
FISCHER Makenzie,Female,USA,USA,Water Polo,Women,Gold Medal,2020
MUSSELMAN Madeline,Female,USA,USA,Water Polo,Women,Gold Medal,2020
SEIDEMANN Melissa,Female,USA,USA,Water Polo,Women,Gold Medal,2020
STEFFENS Margaret,Female,USA,USA,Water Polo,Women,Gold Medal,2020
HAUSCHILD Paige,Female,USA,USA,Water Polo,Women,Gold Medal,2020
FATTAL Rachel,Female,USA,USA,Water Polo,Women,Gold Medal,2020
HARALABIDIS Stephanie,Female,USA,USA,Water Polo,Women,Gold Medal,2020
BACH Marta,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
ESPAR LLAQUET Anna,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
ESPAR LLAQUET Clara,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
ESTER RAMOS Laura,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
FORCA ARIZA Judith,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
GARCIA GODOY Maica,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
GONZALEZ LOPEZ Irene,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
LEITON ARRONES Paula,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
ORTIZ Bea,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
PENA Pili,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
SANCHEZ GONZALEZ Maria Elena,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
TARRAGO AYMERICH Roser,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
RUIZ Elena,Female,ESP,Spain,Water Polo,Women,Silver Medal,2020
GANGL Edina,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
GARDA Krisztina,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
GURISATTI Greta,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
GYONGYOSSY Aniko,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
ILLES Anna,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
KESZTHELYI Rita,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
LEIMETER Dora,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
MAGYARI Alda,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
PARKES Rebecca,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
RYBANSKA Natasa,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
SZILAGYI Dorottya,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
SZUCS Gabriella,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
VALYI Vanda,Female,HUN,Hungary,Water Polo,Women,Bronze Medal,2020
OTOGURO Takuto,Male,JPN,Japan,Wrestling,Men's Freestyle 65kg,Gold Medal,2020
ALIYEV Haji,Male,AZE,Azerbaijan,Wrestling,Men's Freestyle 65kg,Silver Medal,2020
RASHIDOV Gadzhimurad,Male,URS,Russia,Wrestling,Men's Freestyle 65kg,Bronze Medal,2020
BAJRANG Bajrang,Male,IND,India,Wrestling,Men's Freestyle 65kg,Bronze Medal,2020
SADULAEV Abdulrashid,Male,URS,Russia,Wrestling,Men's Freestyle 97kg,Gold Medal,2020
SNYDER Kyle Frederick,Male,USA,USA,Wrestling,Men's Freestyle 97kg,Silver Medal,2020
SALAS PEREZ Reineris,Male,CUB,Cuba,Wrestling,Men's Freestyle 97kg,Bronze Medal,2020
CONYEDO RUANO Abraham de Jesus,Male,ITA,Italy,Wrestling,Men's Freestyle 97kg,Bronze Medal,2020
SUSAKI Yui,Female,JPN,Japan,Wrestling,Women's Freestyle 50kg,Gold Medal,2020
SUN Yanan,Female,HKG,China,Wrestling,Women's Freestyle 50kg,Silver Medal,2020
STADNIK Mariya,Female,AZE,Azerbaijan,Wrestling,Women's Freestyle 50kg,Bronze Medal,2020
HILDEBRANDT Sarah Ann,Female,USA,USA,Wrestling,Women's Freestyle 50kg,Bronze Medal,2020
KIPCHOGE Eliud,Male,KEN,Kenya,Athletics,Men's Marathon,Gold Medal,2020
NAGEEYE Abdi,Male,NED,Netherlands,Athletics,Men's Marathon,Silver Medal,2020
ABDI Bashir,Male,BEL,Belgium,Athletics,Men's Marathon,Bronze Medal,2020
ATKINS Ariel,Female,USA,USA,Basketball,Women,Gold Medal,2020
WILSON A'ja,Female,USA,USA,Basketball,Women,Gold Medal,2020
GRINER Brittney,Female,USA,USA,Basketball,Women,Gold Medal,2020
STEWART Breanna,Female,USA,USA,Basketball,Women,Gold Medal,2020
GRAY Chelsea,Female,USA,USA,Basketball,Women,Gold Medal,2020
LOYD Jewell,Female,USA,USA,Basketball,Women,Gold Medal,2020
TAURASI Diana,Female,USA,USA,Basketball,Women,Gold Medal,2020
BIRD Sue,Female,USA,USA,Basketball,Women,Gold Medal,2020
DIGGINS Skylar,Female,USA,USA,Basketball,Women,Gold Medal,2020
FOWLES Sylvia,Female,USA,USA,Basketball,Women,Gold Medal,2020
CHARLES Tina,Female,USA,USA,Basketball,Women,Gold Medal,2020
COLLIER Napheesa,Female,USA,USA,Basketball,Women,Gold Medal,2020
MIYOSHI Naho,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
TAKADA Maki,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
MACHIDA Rui,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
MIYAZAWA Yuki,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
MOTOHASHI Nako,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
NAGAOKA Moeko,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
HAYASHI Saki,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
MAWULI Evelyn,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
MIYAZAKI Saori,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
AKAHO Himawari,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
OKOYE Monica,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
TODO Nanako,Female,JPN,Japan,Basketball,Women,Silver Medal,2020
FAUTHOUX Marine,Female,FRA,France,Basketball,Women,Bronze Medal,2020
DUCHET Alix,Female,FRA,France,Basketball,Women,Bronze Medal,2020
JOHANNES Marine,Female,FRA,France,Basketball,Women,Bronze Medal,2020
MICHEL Sarah,Female,FRA,France,Basketball,Women,Bronze Medal,2020
VUKOSAVLJEVIC Valeriane,Female,FRA,France,Basketball,Women,Bronze Medal,2020
TCHATCHOUANG Diandra,Female,FRA,France,Basketball,Women,Bronze Medal,2020
MIYEM Endene,Female,FRA,France,Basketball,Women,Bronze Medal,2020
CHARTEREAU Alexia,Female,FRA,France,Basketball,Women,Bronze Medal,2020
GRUDA Sandrine,Female,FRA,France,Basketball,Women,Bronze Medal,2020
RUPERT Iliana,Female,FRA,France,Basketball,Women,Bronze Medal,2020
CIAK Helena,Female,FRA,France,Basketball,Women,Bronze Medal,2020
WILLIAMS Gabby,Female,FRA,France,Basketball,Women,Bronze Medal,2020
CRUZ Andy,Male,CUB,Cuba,Boxing,Men's Light (57-63kg),Gold Medal,2020
DAVIS Keyshawn,Male,USA,USA,Boxing,Men's Light (57-63kg),Silver Medal,2020
JALOLOV Bakhodir,Male,UZB,Uzbekistan,Boxing,Men's Super Heavy (+91kg),Gold Medal,2020
TORREZ JR Richard,Male,USA,USA,Boxing,Men's Super Heavy (+91kg),Silver Medal,2020
HARRINGTON Kellie Anne,Female,IRL,Ireland,Boxing,Women's Light (57-60kg),Gold Medal,2020
FERREIRA Beatriz,Female,BRA,Brazil,Boxing,Women's Light (57-60kg),Silver Medal,2020
PRICE Lauren,Female,GBR,UK,Boxing,Women's Middle (69-75kg),Gold Medal,2020
LI Qian,Female,HKG,China,Boxing,Women's Middle (69-75kg),Silver Medal,2020
LI Qian,Female,POL,Poland,Boxing,Women's Middle (69-75kg),Silver Medal,2020
KENNY Jason,Male,GBR,UK,Cycling Track,Men's Keirin,Gold Medal,2020
AWANG Mohd Azizulhasni,Male,NBO,Malaysia,Cycling Track,Men's Keirin,Silver Medal,2020
LAVREYSEN Harrie,Male,NED,Netherlands,Cycling Track,Men's Keirin,Bronze Medal,2020
VALENTE Jennifer,Female,USA,USA,Cycling Track,Women's Omnium,Gold Medal,2020
KAJIHARA Yumi,Female,JPN,Japan,Cycling Track,Women's Omnium,Silver Medal,2020
WILD Kirsten,Female,NED,Netherlands,Cycling Track,Women's Omnium,Bronze Medal,2020
MITCHELL Kelsey,Female,NFL,Canada,Cycling Track,Women's Sprint,Gold Medal,2020
STARIKOVA Olena,Female,UKR,Ukraine,Cycling Track,Women's Sprint,Silver Medal,2020
LEE Wai Sze,Female,HKG,China,Cycling Track,Women's Sprint,Bronze Medal,2020
EDWIGE Beatrice,Female,FRA,France,Handball,Women,Gold Medal,2020
NZE MINKO Estelle,Female,FRA,France,Handball,Women,Gold Medal,2020
LEYNAUD Amandine,Female,FRA,France,Handball,Women,Gold Medal,2020
DARLEUX Cleopatre,Female,FRA,France,Handball,Women,Gold Medal,2020
LASSOURCE Coralie,Female,FRA,France,Handball,Women,Gold Medal,2020
VALENTINI Chloe,Female,FRA,France,Handball,Women,Gold Medal,2020
FOPPA Pauletta,Female,FRA,France,Handball,Women,Gold Medal,2020
LACRABERE Alexandra,Female,FRA,France,Handball,Women,Gold Medal,2020
SERCIEN UGOLIN Oceane,Female,FRA,France,Handball,Women,Gold Medal,2020
COATANEA Pauline,Female,FRA,France,Handball,Women,Gold Medal,2020
FLIPPES Laura,Female,FRA,France,Handball,Women,Gold Medal,2020
DANCETTE Blandine,Female,FRA,France,Handball,Women,Gold Medal,2020
ZAADI DEUNA Grace,Female,FRA,France,Handball,Women,Gold Medal,2020
NOCANDY Meline,Female,FRA,France,Handball,Women,Gold Medal,2020
PINEAU Allison,Female,FRA,France,Handball,Women,Gold Medal,2020
NIAKATE Kalidiatou,Female,FRA,France,Handball,Women,Gold Medal,2020
BOBROVNIKOVA Vladlena,Female,URS,Russia,Handball,Women,Silver Medal,2020
VEDEKHINA Polina,Female,URS,Russia,Handball,Women,Silver Medal,2020
VYAKHIREVA Anna,Female,URS,Russia,Handball,Women,Silver Medal,2020
GORSHKOVA Polina,Female,URS,Russia,Handball,Women,Silver Medal,2020
DMITRIEVA Daria,Female,URS,Russia,Handball,Women,Silver Medal,2020
ILINA Ekaterina,Female,URS,Russia,Handball,Women,Silver Medal,2020
KALININA Viktoriia,Female,URS,Russia,Handball,Women,Silver Medal,2020
KUZNETSOVA Polina,Female,URS,Russia,Handball,Women,Silver Medal,2020
MAKEEVA Kseniia,Female,URS,Russia,Handball,Women,Silver Medal,2020
MANAGAROVA Iuliia,Female,URS,Russia,Handball,Women,Silver Medal,2020
MIKHAYLICHENKO Elena,Female,URS,Russia,Handball,Women,Silver Medal,2020
SEDOYKINA Anna,Female,URS,Russia,Handball,Women,Silver Medal,2020
SEN Anna,Female,URS,Russia,Handball,Women,Silver Medal,2020
SKOROBOGATCHENKO Antonina,Female,URS,Russia,Handball,Women,Silver Medal,2020
FOMINA Olga,Female,URS,Russia,Handball,Women,Silver Medal,2020
TOMAC Marta,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
JACOBSEN Marit,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
MOERK Nora,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
REISTAD Henny,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
KRISTIANSEN Veronica,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
SKOGRAND Stine,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
LUNDE Katrine,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
JOHANSEN Vilde Ingeborg,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
BREISTOEL Kristine,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
FRAFJORD Marit Malm,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
BRATTSET DALE Kari,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
BREDAL OFTEDAL Stine,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
SOLBERG ISAKSEN Sanna,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
HERREM Camilla,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
SOLBERG Silje,Female,NOR,Norway,Handball,Women,Bronze Medal,2020
DYANKOVA Simona,Female,BUL,Bulgaria,Rhythmic Gymnastics,Group All-Around,Gold Medal,2020
RADUKANOVA Madlen,Female,BUL,Bulgaria,Rhythmic Gymnastics,Group All-Around,Gold Medal,2020
KIRYAKOVA Stefani,Female,BUL,Bulgaria,Rhythmic Gymnastics,Group All-Around,Gold Medal,2020
ZAFIROVA Erika,Female,BUL,Bulgaria,Rhythmic Gymnastics,Group All-Around,Gold Medal,2020
TRAETS Laura,Female,BUL,Bulgaria,Rhythmic Gymnastics,Group All-Around,Gold Medal,2020
BLIZNYUK Anastasia,Female,URS,Russia,Rhythmic Gymnastics,Group All-Around,Silver Medal,2020
SHKATOVA Angelina,Female,URS,Russia,Rhythmic Gymnastics,Group All-Around,Silver Medal,2020
TISHCHENKO Alisa,Female,URS,Russia,Rhythmic Gymnastics,Group All-Around,Silver Medal,2020
MAKSIMOVA Anastasiia,Female,URS,Russia,Rhythmic Gymnastics,Group All-Around,Silver Medal,2020
TATAREVA Anastasiia,Female,URS,Russia,Rhythmic Gymnastics,Group All-Around,Silver Medal,2020
MAURELLI Alessia,Female,ITA,Italy,Rhythmic Gymnastics,Group All-Around,Bronze Medal,2020
CENTOFANTI Martina,Female,ITA,Italy,Rhythmic Gymnastics,Group All-Around,Bronze Medal,2020
SANTANDREA Martina,Female,ITA,Italy,Rhythmic Gymnastics,Group All-Around,Bronze Medal,2020
DURANTI Agnese,Female,ITA,Italy,Rhythmic Gymnastics,Group All-Around,Bronze Medal,2020
MOGUREAN Daniela,Female,ITA,Italy,Rhythmic Gymnastics,Group All-Around,Bronze Medal,2020
DREWS Andrea,Female,USA,USA,Volleyball,Women,Gold Medal,2020
OGBOGU Chiaka,Female,USA,USA,Volleyball,Women,Gold Medal,2020
AKINRADEWO Foluke,Female,USA,USA,Volleyball,Women,Gold Medal,2020
WASHINGTON Haleigh,Female,USA,USA,Volleyball,Women,Gold Medal,2020
LARSON Jordan,Female,USA,USA,Volleyball,Women,Gold Medal,2020
WONG-ORANTES Justine,Female,USA,USA,Volleyball,Women,Gold Medal,2020
HILL Kimberly,Female,USA,USA,Volleyball,Women,Gold Medal,2020
ROBINSON Kelsey,Female,USA,USA,Volleyball,Women,Gold Medal,2020
BARTSCH-HACKLEY Michelle,Female,USA,USA,Volleyball,Women,Gold Medal,2020
HANCOCK Micha,Female,USA,USA,Volleyball,Women,Gold Medal,2020
POULTER Jordyn,Female,USA,USA,Volleyball,Women,Gold Medal,2020
THOMPSON Jordan,Female,USA,USA,Volleyball,Women,Gold Medal,2020
CORREA Ana Beatriz,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
da SILVA Ana Carolina,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
MENEZES OLIVEIRA de SOUZA Ana Cris.,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
BRAIT Camila,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
de OLIVEIRA SAAD GATTAZ Caroline,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
RODRIGUES Fernanda,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
BRAGA GUIMARAES Gabriela,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
SILVA CARNEIRO Macris Fernanda,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
PEREIRA Natalia,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
MONTIBELLER Rosamaria,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
RATZKE Roberta Silva,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
CAIXETA Tandara,Female,BRA,Brazil,Volleyball,Women,Silver Medal,2020
BJELICA Ana,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
BUSA Bianka,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
MILENKOVIC Bojana,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
MIHAJLOVIC Brankica,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
BLAGOJEVIC Jelena,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
ALEKSIC Maja,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
OGNJENOVIC Maja,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
RASIC Milena,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
POPOVIC Mina,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
POPOVIC Silvija,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
MIRKOVIC Sladjana,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
BOSKOVIC Tijana,Female,YUG,Serbia,Volleyball,Women,Bronze Medal,2020
ALEKSIC Milan,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
DEDOVIC Nikola,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
FILIPOVIC Filip,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
JAKSIC Nikola,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
LAZIC Dorde,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
MANDIC Dusan,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
MITROVIC Branislav,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
MITROVIC Stefan,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
PIJETLOVIC Dusko,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
PIJETLOVIC Gojko,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
PRLAINOVIC Andrija,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
RANDELOVIC Sava,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
RASOVIC Strahinja,Male,YUG,Serbia,Water Polo,Men,Gold Medal,2020
ARGYROPOULOS KANAKAKIS Stylianos,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
DERVISIS Georgios,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
FOUNTOULIS Ioannis,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
GALANIDIS Konstantinos,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
GENIDOUNIAS Konstantinos,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
KAPOTSIS Marios,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
KOLOMVOS Christodoulos,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
MOURIKIS Konstantinos,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
PAPANASTASIOU Alexandros,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
SKOUMPAKIS Dimitrios,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
VLACHOPOULOS Angelos,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
ZERDEVAS Emmanouil,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
GKIOUVETSIS Konstantinos,Male,GRE,Greece,Water Polo,Men,Silver Medal,2020
PASZTOR Matyas,Male,HUN,Hungary,Water Polo,Men,Bronze Medal,2020
ANGYAL Daniel,Male,HUN,Hungary,Water Polo,Men,Bronze Medal,2020
ERDELYI Balazs,Male,HUN,Hungary,Water Polo,Men,Bronze Medal,2020
HARAI Balazs,Male,HUN,Hungary,Water Polo,Men,Bronze Medal,2020
HOSNYANSZKY Norbert,Male,HUN,Hungary,Water Polo,Men,Bronze Medal,2020
JANSIK Szilard,Male,HUN,Hungary,Water Polo,Men,Bronze Medal,2020
MANHERCZ Krisztian,Male,HUN,Hungary,Water Polo,Men,Bronze Medal,2020
